,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR,location
10328,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,بدر,فيلا,435,441510510.29,3089.083421,جنوب الرياض
10329,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,,قطعة أرض-تجارى,14,61823784.0,3061.915521,Unknown
10330,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,قطعة أرض-تجارى,4,6585000.0,,Unknown
10331,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,,قطعة أرض-تجارى,8,25333750.0,2708.159366,Unknown
10332,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,,قطعة أرض-تجارى,6,7935000.0,2007.189934,Unknown
10333,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,5,36702085.0,,شرق الرياض
10334,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,5,16800000.0,,شرق الرياض
10335,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,5,94125000.0,,شرق الرياض
10336,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,1,2320000.0,,شرق الرياض
10337,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,3,81550000.0,,شرق الرياض
10338,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,6,37094527.3,314.929978,شرق الرياض
10339,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الفرسان,قطعة أرض-تجارى,1,380000.0,,شرق الرياض
10340,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,2,29250000.0,,شرق الرياض
10341,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,11,148796955.8,1818.330082,شرق الرياض
10342,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,8,230741701.0,509.307503,شرق الرياض
10343,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,2,5707500.0,,شرق الرياض
10344,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,4,10768240.0,,شرق الرياض
10345,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,1,50000.0,,شرق الرياض
10346,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,2,194269237.0,,شرق الرياض
10347,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المشاعل,قطعة أرض-تجارى,19,290893704.15,1526.976737,شرق الرياض
10348,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المصفاة,قطعة أرض-تجارى,32,194989369.77,679.013027,جنوب الرياض
10349,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,8,3819918.67,909.360659,جنوب الرياض
10350,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,16,7912510.0,1025.920472,جنوب الرياض
10351,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,12,4974807.84,859.268195,جنوب الرياض
10352,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,14,23822041.0,1191.257409,جنوب الرياض
10353,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,39,75717944.14,752.164051,جنوب الرياض
10354,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,14,14234800.0,916.217796,جنوب الرياض
10355,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,18,37749263.9,1808.166445,جنوب الرياض
10358,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,قطعة أرض-تجارى,4,8444000.0,,Unknown
10367,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,البديعة,فيلا,6,4215917.0,2249.944273,غرب الرياض
10368,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,البديعة,فيلا,5,3394102.43,,غرب الرياض
10369,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العقيق,فيلا,16,83146424.0,10451.676394,شمال الرياض
10370,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العقيق,فيلا,7,17495000.0,9070.884449,شمال الرياض
10371,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,العقيق,فيلا,4,17034000.0,,شمال الرياض
10372,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,العقيق,فيلا,13,24213971.13,5165.129483,شمال الرياض
10373,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الربيع,فيلا,7,17602077.08,5916.936416,شمال الرياض
10374,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الربيع,فيلا,4,11417775.07,,شمال الرياض
10375,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الربيع,فيلا,6,18520000.0,7992.255391,شمال الرياض
10376,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الرفيعة,فيلا,2,2873601.04,,وسط الرياض
10377,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الرفيعة,فيلا,8,25888909.6,8912.413431,وسط الرياض
10399,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الرفيعة,فيلا,7,23316997.69,4709.918947,وسط الرياض
10400,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الرفيعة,فيلا,8,49025000.0,4918.859942,وسط الرياض
10401,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الرفيعة,فيلا,3,6540545.5,,وسط الرياض
10402,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الرفيعة,فيلا,5,15200000.0,,وسط الرياض
10403,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العقيق,فيلا,6,9497487.45,5000.0,شمال الرياض
10404,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الربيع,فيلا,5,13300000.0,,شمال الرياض
10405,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الربيع,فيلا,4,8825000.0,,شمال الرياض
10406,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الربيع,فيلا,19,58666328.0,6278.197447,شمال الرياض
10407,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الرفيعة,فيلا,5,10223472.85,,وسط الرياض
10423,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العقيق,فيلا,7,28689000.0,9354.347664,شمال الرياض
10424,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,العقيق,فيلا,7,90523400.0,11140.218269,شمال الرياض
10425,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,العقيق,فيلا,17,82221459.0,10853.999889,شمال الرياض
10426,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,البديعة,عمارة,1,1800000.0,,غرب الرياض
10427,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,,عمارة,1,350000.0,,Unknown
10428,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العقيق,فيلا,11,34572000.0,10923.635325,شمال الرياض
10429,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,العقيق,فيلا,6,10375123.0,5728.952772,شمال الرياض
10430,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,العقيق,فيلا,6,11976123.51,5447.701449,شمال الرياض
10431,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العقيق,فيلا,4,5584877.96,,شمال الرياض
10432,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,العقيق,فيلا,6,15255913.92,4865.306588,شمال الرياض
10433,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الرائد,فيلا,1,2300000.0,,شمال الرياض
10434,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الرائد,فيلا,3,13315250.0,,شمال الرياض
10435,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الرائد,فيلا,2,10800000.0,,شمال الرياض
10436,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,البديعة,قطعة أرض-تجارى,3,2440000.0,,غرب الرياض
10437,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,البديعة,قطعة أرض-تجارى,3,3850000.0,,غرب الرياض
10438,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,البديعة,قطعة أرض-تجارى,2,16050715.0,,غرب الرياض
10439,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,البديعة,قطعة أرض-تجارى,2,3578000.0,,غرب الرياض
10463,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,38,1994141984.0,5361.298123,شمال الرياض
10464,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,27,425148427.66,3963.917382,شمال الرياض
10465,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,25,315815171.77,3180.219441,شمال الرياض
10466,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,36,1153029480.03,4095.651618,شمال الرياض
10467,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,22,265671115.0,6080.130295,شمال الرياض
10468,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,31,469226577.05,5045.501687,شمال الرياض
10469,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,55,427740962.0,4077.327425,شمال الرياض
10470,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,27,170972985.0,3269.964363,شمال الرياض
10471,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,4,101655000.0,,شرق الرياض
10472,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,2,5625000.0,,شرق الرياض
10473,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,15,26074561.4,2385.921322,شرق الرياض
10474,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-تجارى,3,5050000.0,,شرق الرياض
10475,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-تجارى,5,34435976.0,,شرق الرياض
10476,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-تجارى,3,5635400.0,,شرق الرياض
10495,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,4,5185000.0,,شرق الرياض
10496,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,7,16332790.0,2395.860399,شرق الرياض
10497,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,5,7864800.0,,شرق الرياض
10498,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,19,46314786.5,1934.103347,شرق الرياض
10499,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النسيم الغربي,قطعة أرض-تجارى,21,43787100.0,2505.875118,شرق الرياض
10500,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النسيم الغربي,قطعة أرض-تجارى,13,19307500.0,2180.343511,شرق الرياض
10501,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,20,298289585.5,3355.403832,شمال الرياض
10502,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,10,104978822.0,3205.004123,شمال الرياض
10503,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,63,1349663299.0,4659.353128,شمال الرياض
10504,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,79,1247214951.0,3647.369757,شمال الرياض
10505,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,النسيم الغربي,قطعة أرض-تجارى,9,66469660.5,2715.768033,شرق الرياض
10506,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,النسيم الغربي,قطعة أرض-تجارى,35,72541426.0,2186.63079,شرق الرياض
10507,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,27,222088470.0,2771.903943,شمال الرياض
10508,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,56,173343764.51,2378.823951,شمال الرياض
10509,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,البرية,قطعة أرض-تجارى,3,20600000.0,,شرق الرياض
10510,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,البرية,قطعة أرض-تجارى,1,200000.0,,شرق الرياض
10511,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,البرية,قطعة أرض-تجارى,10,30745706.25,47.330034,شرق الرياض
10517,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-تجارى,3,3000000.0,,شرق الرياض
10518,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-تجارى,3,2900000.0,,شرق الرياض
10519,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,16,86627175.0,2074.081453,شرق الرياض
10536,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,النرجس,فيلا,99,155562837.44,4694.3785,شمال الرياض
10537,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الصالحية,قطعة أرض-تجارى,1,50000.0,,وسط الرياض
10538,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الصالحية,قطعة أرض-تجارى,1,3000000.0,,وسط الرياض
10556,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,البرية,قطعة أرض-تجارى,1,200000.0,,شرق الرياض
10557,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,84,603732242.5,3294.31954,شمال الرياض
10558,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,3,153539000.0,,شمال الرياض
10559,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,53,199154278.4,2520.378775,شمال الرياض
10560,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,38,292505225.17,1765.433079,شمال الرياض
10561,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,35,187738265.09,2503.80651,شمال الرياض
10562,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,9,23453390.87,1842.053458,شمال الرياض
10575,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الغدير,فيلا,5,18320000.0,,شمال الرياض
10576,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الغدير,فيلا,4,21950000.0,,شمال الرياض
10577,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الغدير,فيلا,1,2025000.0,,شمال الرياض
10578,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الغدير,فيلا,1,1900000.0,,شمال الرياض
10579,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الغدير,فيلا,1,2632491.02,,شمال الرياض
10580,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الغدير,فيلا,1,2300000.0,,شمال الرياض
10581,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,العريجاء الأوسط,فيلا,1,868000.0,,غرب الرياض
10582,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الغدير,فيلا,1,2000000.0,,شمال الرياض
10583,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الغدير,فيلا,2,13210000.0,,شمال الرياض
10584,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الغدير,فيلا,5,55560751.0,,شمال الرياض
10585,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الغدير,فيلا,1,2420000.0,,شمال الرياض
10599,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الإزدهار,فيلا,11,36339839.0,8460.668472,شمال الرياض
10600,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الإزدهار,فيلا,1,2200000.0,,شمال الرياض
10601,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الإزدهار,فيلا,1,1850000.0,,شمال الرياض
10602,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الإزدهار,فيلا,3,5300000.0,,شمال الرياض
10603,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العريجاء الأوسط,فيلا,10,11237723.0,5131.148666,غرب الرياض
10604,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,5,15145000.0,,شمال الرياض
10605,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,11,59085376.0,5727.096708,شمال الرياض
10606,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,2,2600000.0,,شمال الرياض
10607,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,8,35135454.06,4274.054982,شمال الرياض
10608,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,5,19906333.0,,شمال الرياض
10618,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,4,23035240.0,,شمال الرياض
10619,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,العريجاء الأوسط,فيلا,3,3039125.0,,غرب الرياض
10620,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العريجاء الأوسط,فيلا,1,986585.43,,غرب الرياض
10621,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الغدير,فيلا,2,11713529.88,,شمال الرياض
10622,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الغدير,فيلا,1,7000000.0,,شمال الرياض
10623,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الغدير,فيلا,2,54410000.0,,شمال الرياض
10624,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الغدير,فيلا,2,11300000.0,,شمال الرياض
10625,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,3,15150000.0,,شمال الرياض
10643,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,9,28113185.75,2000.0,شرق الرياض
10644,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,4,23100000.0,,شرق الرياض
10645,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,7,19268679.0,1304.671367,شرق الرياض
10646,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,14,28675496.0,960.464315,شرق الرياض
10672,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,قطعة أرض-تجارى,1,2000000.0,,Unknown
10673,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,3,13000000.0,,شرق الرياض
10674,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,1,2900000.0,,شرق الرياض
10675,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,7,50880761.0,3942.224148,شرق الرياض
10709,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,3,11452720.0,,شرق الرياض
10710,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,4,564507282.32,,شرق الرياض
10711,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,,قطعة أرض-تجارى,1,1000000.0,,Unknown
10712,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,5,16050000.0,,شرق الرياض
10743,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الحائر,قطعة أرض- زراعي,2,605000.0,,جنوب الرياض
10744,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملز,فيلا,11,22075000.0,3620.804221,وسط الرياض
10745,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الملز,فيلا,28,53155235.55,3370.0242,وسط الرياض
10746,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الملز,فيلا,10,19815800.0,2644.939368,وسط الرياض
10747,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الملز,فيلا,6,13896750.0,3062.5,وسط الرياض
10748,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,أم سليم,عمارة,1,1800000.0,,وسط الرياض
10749,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,عمارة,1,1000000.0,,Unknown
10750,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الحائر,فيلا,2,1000000.0,,جنوب الرياض
10751,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الحائر,فيلا,8,5327102.0,1082.402467,جنوب الرياض
10752,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الحائر,فيلا,9,4912836.0,570.328944,جنوب الرياض
10753,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الملز,فيلا,9,33573500.0,4467.509783,وسط الرياض
10754,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الملز,فيلا,13,30540000.0,3650.904033,وسط الرياض
10755,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الملز,فيلا,12,24185000.0,3810.502698,وسط الرياض
10756,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الملز,فيلا,12,18894588.89,3132.605386,وسط الرياض
10757,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النزهة,فيلا,2,2850000.0,,شمال الرياض
10758,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,النزهة,فيلا,4,6659000.0,,شمال الرياض
10759,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,النزهة,فيلا,4,9300000.0,,شمال الرياض
10775,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,,فيلا,1,1720000.0,,Unknown
10776,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,,فيلا,1,1000000.0,,Unknown
10777,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الملز,فيلا,10,15325750.0,3238.431821,وسط الرياض
10778,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الملز,فيلا,12,19859735.23,3870.945595,وسط الرياض
10779,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الملز,فيلا,1,999993.0,,وسط الرياض
10780,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الملز,فيلا,10,27102221.0,3278.293547,وسط الرياض
10781,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الملز,فيلا,12,26320000.0,4222.28899,وسط الرياض
10782,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,5,244190750.0,,شرق الرياض
10783,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,4,44631323.0,,شرق الرياض
10784,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,9,94799503.56,3444.521738,شرق الرياض
10785,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الملز,فيلا,7,6653984.0,1939.378417,وسط الرياض
10799,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الحائر,قطعة أرض- زراعي,1,1000000.0,,جنوب الرياض
10800,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الحائر,قطعة أرض- زراعي,2,751000.0,,جنوب الرياض
10801,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,2,10760000.0,,شرق الرياض
10802,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,النزهة,فيلا,3,6400000.0,,شمال الرياض
10803,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,النزهة,فيلا,2,1866000.0,,شمال الرياض
10804,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,النزهة,فيلا,5,15457000.0,,شمال الرياض
10805,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,النزهة,فيلا,3,13052500.0,,شمال الرياض
10806,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,النزهة,فيلا,9,7462010.0,7480.411813,شمال الرياض
10807,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,النزهة,فيلا,1,2770000.0,,شمال الرياض
10808,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,طيبة,فيلا,2,343773600.0,,جنوب الرياض
10809,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,طيبة,فيلا,146,148331362.1,3811.511026,جنوب الرياض
10810,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,طيبة,فيلا,79,73187171.89,3331.489378,جنوب الرياض
10811,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,طيبة,فيلا,21,18128344.77,3322.648252,جنوب الرياض
10812,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,طيبة,فيلا,71,66012726.98,3711.331603,جنوب الرياض
10813,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,طيبة,فيلا,89,82052330.0,3713.609861,جنوب الرياض
10814,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,أم سليم,قطعة أرض-تجارى,1,3600000.0,,وسط الرياض
10815,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,طيبة,فيلا,58,54809291.36,3719.357764,جنوب الرياض
10816,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,,فيلا,2,2351583.0,,Unknown
10817,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,فيلا,8,20071000.0,4318.507196,Unknown
10818,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,,فيلا,1,828409.0,,Unknown
10819,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الحائر,قطعة أرض- زراعي,1,890000.0,,جنوب الرياض
10826,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العريجاء الغربي,قطعة أرض-تجارى,3,2100000.0,,غرب الرياض
10827,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,العريجاء الغربي,قطعة أرض-تجارى,2,1350000.0,,غرب الرياض
10828,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,فيلا,1,1550000.0,,Unknown
10829,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,,فيلا,7,8623547.62,2950.785008,Unknown
10830,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,,فيلا,1,1750000.0,,Unknown
10831,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,فيلا,3,4600000.0,,Unknown
10832,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,,فيلا,8,11725000.0,2586.935401,Unknown
10833,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النزهة,فيلا,1,2880000.0,,شمال الرياض
10834,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النزهة,فيلا,15,12947000.0,5793.655256,شمال الرياض
10835,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النزهة,فيلا,10,18121225.0,5637.066575,شمال الرياض
10836,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,النزهة,فيلا,6,9735000.0,5951.035781,شمال الرياض
