,front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
40418,جنوبية غربية,5,3,5,15.0,0,7,0,0,0,1,0,0,0,375,2,0,0,0,0,0,طويق,غرب الرياض,1350000.0,3600.0
40419,شرقية,4,2,4,15.0,1,0,0,0,1,1,0,1,0,250,0,0,0,0,0,0,السويدي الغربي,غرب الرياض,1300000.0,5200.0
40420,جنوبية شرقية,5,2,5,25.0,1,0,0,1,1,1,1,1,0,270,1,1,0,0,0,0,عكاظ,جنوب الرياض,1150000.0,4259.259259
40421,جنوبية,5,3,5,17.0,1,0,0,1,1,1,0,1,1,341,0,1,0,0,0,0,عكاظ,جنوب الرياض,1130000.0,3313.782991
40422,جنوبية,1,1,5,20.0,0,0,0,1,1,1,0,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1170000.0,3900.0
40426,شرقية,3,1,3,15.0,0,5,1,0,1,1,0,1,0,375,3,1,0,0,0,0,العقيق,شمال الرياض,2800000.0,7466.666667
40427,شمالية,5,2,5,15.0,1,0,0,0,0,1,1,1,0,330,1,1,0,1,0,0,الرمال,شرق الرياض,1600000.0,4848.484848
40428,جنوبية,5,2,5,30.0,0,35,1,0,1,1,1,0,0,360,2,0,0,0,0,0,شبرا,غرب الرياض,600000.0,1666.666667
40430,غربية,5,1,5,25.0,1,0,1,0,1,1,1,1,0,700,0,1,1,0,1,0,الملقا,شمال الرياض,8500000.0,12142.85714
40432,جنوبية,5,1,5,20.0,0,28,1,0,0,1,0,1,0,1200,0,1,0,0,0,0,المروج,شمال الرياض,7200000.0,6000.0
40433,شرقية,5,2,5,15.0,1,0,0,1,1,1,1,1,0,360,2,1,0,0,0,0,طويق,غرب الرياض,1600000.0,4444.444444
40435,شرقية,5,2,5,18.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1100000.0,3666.666667
40437,جنوبية,6,3,5,16.0,1,0,0,0,1,1,0,1,0,450,0,1,0,0,0,0,المهدية,غرب الرياض,2500000.0,5555.555556
40440,شمالية,4,2,5,14.0,1,4,0,0,0,1,0,1,0,218,1,1,0,0,0,0,الرمال,شرق الرياض,1075000.0,4931.192661
40441,جنوبية,4,2,5,20.0,1,4,1,1,1,1,1,1,0,480,2,1,0,0,0,0,الرمال,شرق الرياض,2000000.0,4166.666667
40442,شرقية,7,2,5,20.0,1,14,1,1,1,0,1,1,0,1500,1,1,0,0,1,1,اشبيلية,شرق الرياض,7000000.0,4666.666667
40444,شرقية,3,2,2,15.0,0,0,0,0,1,1,1,0,1,625,1,0,0,0,0,0,العزيزية,جنوب الرياض,1400000.0,2240.0
40446,شرقية,4,4,4,20.0,1,0,1,0,0,1,0,1,0,400,0,1,0,0,0,0,عكاظ,جنوب الرياض,1250000.0,3125.0
40447,شرقية,5,4,5,25.0,1,0,1,0,1,1,1,1,0,1320,0,1,1,0,1,0,النرجس,شمال الرياض,18500000.0,14015.15152
40449,شرقية,4,3,5,15.0,1,0,0,1,1,1,1,1,0,360,2,1,1,0,0,0,النهضة,شرق الرياض,2200000.0,6111.111111
40452,شمالية شرقية,3,3,5,20.0,1,3,1,0,1,1,1,1,0,400,2,1,0,0,0,0,العارض,شمال الرياض,3200000.0,8000.0
40453,جنوبية,5,2,5,20.0,1,0,0,1,1,1,0,1,1,240,0,1,0,0,0,0,طويق,غرب الرياض,1050000.0,4375.0
40454,جنوبية,5,3,5,21.0,1,0,0,0,1,1,1,1,1,250,0,1,0,0,0,0,بدر,جنوب الرياض,920000.0,3680.0
40455,غربية,4,1,3,15.0,1,0,0,0,1,1,1,1,0,275,1,0,0,0,0,0,الرمال,شرق الرياض,1400000.0,5090.909091
40458,شمالية,5,1,5,20.0,1,0,0,0,1,1,1,1,0,292,1,1,0,0,0,0,طويق,غرب الرياض,1300000.0,4452.054795
40459,شرقية,5,1,5,15.0,1,0,0,0,1,1,1,1,0,271,1,1,0,0,0,0,الرمال,شرق الرياض,1370000.0,5055.350554
40460,شرقية,5,2,5,15.0,1,0,0,0,1,1,0,1,1,225,0,1,0,0,0,0,طويق,غرب الرياض,1400000.0,6222.222222
40461,شمالية غربية,4,3,5,21.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,عكاظ,جنوب الرياض,1170000.0,3900.0
40462,شرقية,5,2,5,16.0,1,0,0,1,0,1,0,1,0,255,1,0,0,0,0,0,طويق,غرب الرياض,1250000.0,4901.960784
40464,غربية,5,5,5,25.0,1,0,0,1,1,1,0,1,0,360,2,1,0,0,0,0,طويق,غرب الرياض,1470000.0,4083.333333
40466,غربية,6,3,5,30.0,1,0,1,1,1,1,1,1,0,700,0,1,1,0,1,0,النخيل,شمال الرياض,9800000.0,14000.0
40467,شرقية,4,3,5,15.0,1,3,1,0,1,1,1,1,1,530,0,1,1,1,0,0,العارض,شمال الرياض,3600000.0,6792.45283
40471,شمالية شرقية,5,3,5,25.0,1,0,1,0,1,1,1,1,0,700,0,1,1,0,1,0,الملقا,شمال الرياض,8900000.0,12714.28571
40474,شمالية,5,2,5,15.0,1,30,1,1,1,1,1,1,0,565,0,1,0,1,0,0,العزيزية,جنوب الرياض,1150000.0,2035.39823
40476,شرقية,7,2,5,20.0,1,0,1,1,1,1,1,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1550000.0,4133.333333
40480,شرقية,3,1,4,14.0,0,1,0,1,1,1,1,1,0,386,0,0,0,0,0,0,المهدية,غرب الرياض,1450000.0,3756.476684
40483,شمالية,6,1,5,15.0,1,0,1,0,1,1,1,1,0,400,0,1,1,0,0,0,العارض,شمال الرياض,2300000.0,5750.0
40484,شرقية,4,2,4,25.0,1,0,1,0,1,1,1,1,0,400,0,1,1,0,0,0,النرجس,شمال الرياض,5000000.0,12500.0
40486,غربية,4,1,5,15.0,1,0,0,0,1,1,1,1,0,360,2,1,0,0,0,0,طويق,غرب الرياض,1480000.0,4111.111111
40489,غربية,7,3,4,20.0,1,0,1,0,1,1,1,1,0,276,0,1,0,0,0,0,نمار,غرب الرياض,1600000.0,5797.101449
40491,غربية,5,4,4,20.0,1,0,1,0,1,1,1,1,0,405,1,1,1,0,1,0,العارض,شمال الرياض,4500000.0,11111.11111
40492,شمالية,5,2,5,15.0,0,0,0,1,1,1,1,1,0,200,0,0,0,0,0,0,طويق,غرب الرياض,1100000.0,5500.0
40494,شمالية,4,2,4,15.0,0,0,0,1,1,1,1,1,1,300,0,1,0,0,1,0,عكاظ,جنوب الرياض,1170000.0,3900.0
40495,شرقية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,250,0,0,0,0,0,0,طيبة,جنوب الرياض,850000.0,3400.0
40498,جنوبية غربية,3,2,2,15.0,1,6,1,0,0,1,1,1,0,450,0,1,1,0,1,0,الياسمين,شمال الرياض,4500000.0,10000.0
40502,جنوبية,4,2,5,18.0,1,0,0,1,1,1,1,1,0,375,2,1,0,0,0,1,طويق,غرب الرياض,1550000.0,4133.333333
40504,جنوبية,4,2,4,14.0,1,0,1,0,1,1,1,1,0,475,2,1,0,0,0,0,الربيع,شمال الرياض,3500000.0,7368.421053
40505,غربية,4,2,4,20.0,1,0,0,1,1,1,1,1,0,300,2,0,0,0,0,0,الرمال,شرق الرياض,1450000.0,4833.333333
40507,شمالية,4,3,5,15.0,1,0,0,1,1,1,1,1,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1500000.0,5000.0
40508,شمالية غربية,5,2,5,20.0,1,0,0,1,0,1,1,1,0,330,1,1,0,1,0,0,بدر,جنوب الرياض,1200000.0,3636.363636
40509,شمالية,4,3,4,15.0,1,0,1,0,0,1,1,1,0,435,0,1,1,0,0,0,النرجس,شمال الرياض,4500000.0,10344.82759
40512,شرقية,5,5,5,20.0,0,0,1,0,1,1,1,1,0,465,2,1,1,0,0,0,العارض,شمال الرياض,3200000.0,6881.72043
40515,غربية,7,3,5,20.0,1,0,0,1,1,1,1,1,0,300,0,1,0,0,0,0,عكاظ,جنوب الرياض,1100000.0,3666.666667
40516,شرقية,4,1,4,15.0,1,5,1,0,0,1,0,1,1,200,0,0,0,0,0,0,الياسمين,شمال الرياض,1750000.0,8750.0
40517,شمالية,5,3,5,20.0,1,0,0,0,1,1,0,0,1,200,0,0,1,0,0,0,المهدية,غرب الرياض,1450000.0,7250.0
40520,جنوبية غربية,7,2,5,15.0,1,0,0,1,1,1,1,1,0,378,2,1,0,0,0,0,النهضة,شرق الرياض,2200000.0,5820.10582
40523,جنوبية شرقية,4,2,4,15.0,0,0,0,1,1,1,0,1,0,505,0,0,0,0,0,0,احد,جنوب الرياض,1140000.0,2257.425743
40524,شمالية,3,2,5,20.0,1,0,0,1,1,1,1,1,0,375,3,0,0,0,0,0,طويق,غرب الرياض,1650000.0,4400.0
40526,شمالية غربية,4,2,5,15.0,1,0,1,0,1,1,0,1,0,875,0,1,1,0,1,1,حطين,شمال الرياض,16500000.0,18857.14286
40528,جنوبية,5,1,5,20.0,1,0,1,0,1,1,1,1,0,800,0,1,1,0,1,0,الملقا,شمال الرياض,9500000.0,11875.0
40529,شرقية,7,-1,5,15.0,0,0,0,0,0,1,0,0,0,300,0,0,0,0,0,0,الجنادرية,شرق الرياض,1450000.0,4833.333333
40532,جنوبية,5,1,5,20.0,0,3,1,0,1,1,1,1,0,540,4,1,0,1,0,0,النرجس,شمال الرياض,5000000.0,9259.259259
40533,شرقية,4,2,2,15.0,1,0,0,1,1,1,1,1,0,360,2,1,1,0,0,0,النهضة,شرق الرياض,2200000.0,6111.111111
40535,شمالية,4,1,5,15.0,1,0,0,0,1,1,1,0,0,312,0,0,0,0,0,0,طويق,غرب الرياض,1500000.0,4807.692308
40536,شرقية,4,1,4,20.0,1,0,0,0,1,1,0,1,0,220,1,1,0,0,0,0,المونسية,شرق الرياض,1950000.0,8863.636364
40537,جنوبية,5,3,5,15.0,0,4,1,1,1,1,1,1,0,400,2,1,0,0,0,0,طويق,غرب الرياض,1380000.0,3450.0
40538,شمالية,5,4,5,20.0,1,0,1,0,1,1,1,1,0,660,2,1,1,0,0,0,النرجس,شمال الرياض,5000000.0,7575.757576
40539,غربية,4,1,4,15.0,0,0,0,1,1,1,1,1,1,225,0,1,0,0,0,0,Unknown,جنوب الرياض,830000.0,3688.888889
40542,شمالية,4,4,4,18.0,0,0,1,0,1,1,0,1,1,270,0,1,1,0,0,0,العارض,شمال الرياض,2400000.0,8888.888889
40547,غربية,4,3,5,15.0,1,0,0,1,0,1,0,1,0,375,2,1,0,0,0,0,الرمال,شرق الرياض,2270000.0,6053.333333
40548,شمالية,3,2,3,20.0,0,1,0,0,0,1,0,1,1,200,0,1,0,0,0,0,ظهرة لبن,غرب الرياض,1300000.0,6500.0
40549,شرقية,5,3,5,21.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,طيبة,جنوب الرياض,850000.0,3400.0
40550,شرقية,5,3,5,20.0,1,0,0,0,1,1,0,1,1,200,0,0,0,0,0,0,المهدية,غرب الرياض,1800000.0,9000.0
40552,شرقية,5,2,5,20.0,1,0,0,1,0,1,1,1,1,250,0,1,0,0,0,0,بدر,جنوب الرياض,920000.0,3680.0
40553,شرقية,4,3,4,25.0,1,0,0,1,0,1,0,1,0,450,2,1,0,0,0,0,الحزم,غرب الرياض,1650000.0,3666.666667
40555,شمالية,5,1,5,20.0,1,0,0,1,1,1,1,1,1,216,0,0,0,0,0,0,بدر,جنوب الرياض,900000.0,4166.666667
40557,غربية,4,2,5,20.0,1,0,0,1,1,1,0,1,0,344,0,1,0,0,0,0,بدر,جنوب الرياض,1050000.0,3052.325581
40560,غربية,5,3,5,20.0,0,0,0,1,1,1,0,1,0,360,0,0,0,0,0,0,بدر,جنوب الرياض,950000.0,2638.888889
40561,شمالية,4,2,4,15.0,1,0,0,1,1,1,1,1,0,300,1,0,0,0,0,0,بدر,جنوب الرياض,1150000.0,3833.333333
40563,شرقية,5,3,5,20.0,0,0,0,1,1,1,1,1,0,330,1,1,0,1,0,0,بدر,جنوب الرياض,1180000.0,3575.757576
40564,شمالية شرقية,5,3,5,25.0,1,0,0,0,1,1,0,1,1,230,2,1,0,0,0,0,طيبة,جنوب الرياض,825000.0,3586.956522
40566,غربية,5,4,3,15.0,1,4,1,0,1,1,0,1,0,375,3,1,0,0,0,0,الياسمين,شمال الرياض,2900000.0,7733.333333
40567,شرقية,5,2,5,18.0,1,0,0,1,1,1,1,1,0,255,0,1,0,0,0,0,الرمال,شرق الرياض,1250000.0,4901.960784
40568,جنوبية,4,1,3,15.0,1,0,1,0,1,1,1,1,0,435,2,1,0,0,0,0,العارض,شمال الرياض,3800000.0,8735.632184
40569,جنوبية,7,3,5,16.0,1,0,0,1,1,1,1,1,0,372,2,1,1,0,0,0,القادسية,شرق الرياض,2150000.0,5779.569892
40570,شمالية شرقية,4,5,5,20.0,1,0,0,1,1,1,1,1,0,340,1,1,0,0,0,0,نمار,غرب الرياض,1500000.0,4411.764706
40571,غربية,5,3,3,25.0,1,0,0,1,1,1,1,1,1,200,0,0,0,0,0,0,طويق,غرب الرياض,950000.0,4750.0
40573,شرقية,5,3,5,15.0,1,0,0,1,1,1,1,1,1,290,0,1,0,0,0,0,الحزم,غرب الرياض,1130000.0,3896.551724
40574,جنوبية,7,1,5,30.0,0,0,0,0,0,0,0,0,0,170,2,0,0,0,0,0,الندوة,شرق الرياض,500000.0,2941.176471
40580,جنوبية,5,2,5,15.0,1,0,0,1,1,1,0,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1650000.0,4400.0
40581,جنوبية شرقية,6,2,5,20.0,0,0,1,1,1,1,0,1,0,750,0,1,0,0,0,0,النسيم الغربي,شرق الرياض,1650000.0,2200.0
40582,شمالية,5,2,4,15.0,1,0,0,0,1,1,1,1,0,342,1,0,0,0,0,0,الملك خالد الدولي,شرق الرياض,1550000.0,4532.163743
40583,جنوبية,5,2,5,15.0,1,0,0,0,1,1,1,1,0,372,1,0,1,0,0,0,العارض,شمال الرياض,3000000.0,8064.516129
40585,جنوبية,4,2,3,15.0,1,0,1,0,0,1,1,1,0,360,2,1,1,0,0,0,النهضة,شرق الرياض,2200000.0,6111.111111
40586,جنوبية,5,2,5,12.0,0,0,1,0,1,1,1,1,0,810,0,1,0,0,0,0,الرحمانية,شمال الرياض,5000000.0,6172.839506
40588,شرقية,5,2,4,25.0,1,0,0,1,1,1,0,1,0,375,2,0,0,0,0,0,الرمال,شرق الرياض,2200000.0,5866.666667
40593,شمالية,5,3,5,16.0,0,0,0,0,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,970000.0,4850.0
40595,غربية,5,2,5,20.0,0,0,0,0,0,1,0,1,1,200,0,0,0,0,0,0,طويق,غرب الرياض,950000.0,4750.0
40597,شمالية غربية,5,1,3,20.0,0,0,1,0,1,1,0,1,0,312,0,1,1,1,0,1,العارض,شمال الرياض,3000000.0,9615.384615
40598,شرقية,5,1,5,20.0,1,0,0,0,1,1,1,1,0,360,0,1,0,0,0,0,المهدية,غرب الرياض,2200000.0,6111.111111
40599,شمالية,3,1,5,16.0,0,0,0,0,0,1,0,0,0,375,2,0,0,0,0,0,النهضة,شرق الرياض,2000000.0,5333.333333
40600,غربية,5,2,5,20.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1170000.0,3900.0
40601,شرقية,4,2,4,20.0,0,0,0,1,1,1,0,1,1,250,0,0,0,0,0,0,طويق,غرب الرياض,1150000.0,4600.0
40602,جنوبية,5,1,5,15.0,1,0,1,0,1,1,1,1,0,402,0,1,1,0,0,0,حطين,شمال الرياض,5150000.0,12810.94527
40605,غربية,5,3,3,20.0,1,0,1,1,1,1,1,1,0,300,2,0,0,0,0,0,المونسية,شرق الرياض,2200000.0,7333.333333
40606,غربية,7,2,5,10.0,1,20,1,1,1,1,1,1,0,444,0,1,0,1,0,0,المصيف,شمال الرياض,2250000.0,5067.567568
40607,غربية,5,2,5,15.0,1,15,0,1,1,1,0,1,0,780,0,1,0,1,0,0,العريجاء الوسطى,غرب الرياض,2000000.0,2564.102564
40611,شمالية شرقية,4,3,5,20.0,1,0,0,0,0,1,1,1,0,254,1,0,0,0,0,0,شبرا,غرب الرياض,1600000.0,6299.212598
40612,جنوبية,4,2,3,15.0,1,0,1,0,1,1,0,1,0,312,1,1,0,0,0,0,المونسية,شرق الرياض,2200000.0,7051.282051
40614,شمالية,5,2,5,15.0,1,0,1,0,1,1,1,1,1,325,0,1,1,0,1,0,الملقا,شمال الرياض,4400000.0,13538.46154
40615,شرقية,4,-1,3,15.0,1,0,1,0,1,1,1,1,0,360,2,1,1,0,0,0,النهضة,شرق الرياض,2000200.0,5556.111111
40624,شرقية,5,2,5,11.0,1,0,0,1,0,1,0,1,0,381,1,1,0,0,0,0,النسيم الغربي,شرق الرياض,1350000.0,3543.307087
40625,شمالية,4,2,4,20.0,0,0,1,0,1,1,1,1,1,364,2,1,0,0,0,0,الرمال,شرق الرياض,2100002.0,5769.236264
40626,شرقية,5,2,5,15.0,1,0,1,0,0,1,1,1,0,425,0,0,0,0,0,0,العارض,شمال الرياض,2950000.0,6941.176471
40634,جنوبية غربية,5,4,5,20.0,1,2,1,1,1,1,1,1,0,1000,0,1,0,0,1,1,حطين,شمال الرياض,14000000.0,14000.0
40635,شرقية,5,3,5,20.0,1,0,0,0,1,1,0,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1600000.0,4266.666667
40636,شرقية,5,3,5,18.0,1,0,0,1,0,1,0,1,1,230,0,1,0,0,0,0,طيبة,جنوب الرياض,820000.0,3565.217391
40637,شرقية,4,2,3,20.0,1,0,1,0,1,1,0,1,0,200,0,1,1,0,0,0,النرجس,شمال الرياض,2600000.0,13000.0
40638,غربية,4,2,4,18.0,1,0,0,1,1,1,1,1,1,358,0,0,0,0,0,0,الرمال,شرق الرياض,1300000.0,3631.284916
40639,غربية,4,1,4,15.0,0,0,1,1,1,1,1,1,0,300,0,1,1,0,1,0,الملقا,شمال الرياض,3850000.0,12833.33333
40642,غربية,4,2,4,19.0,1,0,0,1,0,1,1,1,0,375,2,1,1,0,0,0,الرمال,شرق الرياض,1850000.0,4933.333333
40643,شمالية,5,3,5,20.0,1,0,1,0,1,1,1,1,0,400,0,1,1,0,1,0,النرجس,شمال الرياض,4500000.0,11250.0
40645,شرقية,4,3,3,20.0,0,0,0,0,1,1,0,0,0,300,0,0,0,0,0,0,الدار البيضاء,جنوب الرياض,630000.0,2100.0
40646,شرقية,3,1,5,18.0,0,0,0,1,0,1,1,1,0,300,0,0,0,0,0,0,طيبة,جنوب الرياض,1100000.0,3666.666667
40648,شمالية,5,3,5,20.0,1,0,0,1,1,1,0,1,1,225,0,1,0,0,0,0,بدر,جنوب الرياض,830000.0,3688.888889
40649,جنوبية,5,2,5,17.0,1,0,0,1,1,1,1,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1600000.0,4266.666667
40651,شرقية,4,2,5,25.0,1,0,0,0,0,1,1,1,1,207,0,0,1,0,0,0,طويق,غرب الرياض,700000.0,3381.642512
40652,جنوبية شرقية,7,2,5,20.0,1,0,1,1,1,1,1,1,0,325,2,1,0,0,0,0,الجنادرية,شرق الرياض,1700000.0,5230.769231
40656,غربية,2,2,2,15.0,1,0,0,0,0,1,0,1,0,310,2,1,0,0,0,0,السعادة,شرق الرياض,1700000.0,5483.870968
40658,شرقية,5,2,5,20.0,1,0,0,0,1,1,0,1,0,375,2,1,0,0,0,0,عكاظ,جنوب الرياض,1150000.0,3066.666667
40659,شمالية,4,3,3,15.0,1,0,1,0,1,1,1,1,0,330,0,1,1,0,1,0,الياسمين,شمال الرياض,3700000.0,11212.12121
40661,شرقية,6,2,3,20.0,1,0,1,1,1,1,1,1,0,300,2,1,0,0,0,0,المونسية,شرق الرياض,2000000.0,6666.666667
40664,شرقية,5,2,5,15.0,1,17,1,0,1,1,1,1,0,375,0,1,0,0,0,0,الوادي,شمال الرياض,2200000.0,5866.666667
40666,جنوبية,5,3,5,21.0,0,0,0,1,1,1,1,1,1,300,0,1,0,0,1,0,طويق,غرب الرياض,1400000.0,4666.666667
40667,جنوبية شرقية,7,1,5,20.0,1,0,0,1,1,1,0,1,0,225,0,1,0,0,0,0,الحزم,غرب الرياض,980000.0,4355.555556
40669,غربية,4,2,4,20.0,0,0,0,1,1,1,1,1,1,250,0,0,0,0,0,0,الحزم,غرب الرياض,1250000.0,5000.0
40671,شرقية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1180000.0,3933.333333
40672,شمالية,5,2,5,15.0,0,0,0,1,1,1,1,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1600000.0,4266.666667
40673,شمالية,4,2,5,15.0,1,0,0,0,0,1,0,1,0,350,2,1,1,0,0,0,النرجس,شمال الرياض,2900000.0,8285.714286
40674,شرقية,4,2,5,20.0,0,0,0,1,0,1,0,1,1,240,0,0,0,0,0,0,العزيزية,جنوب الرياض,820000.0,3416.666667
40676,جنوبية شرقية,5,2,5,20.0,1,20,1,1,1,1,1,1,0,750,0,1,0,1,0,0,غرناطة,شرق الرياض,4500000.0,6000.0
40679,شمالية شرقية,5,2,4,25.0,1,0,0,0,1,1,0,1,0,270,0,0,1,0,0,0,المهدية,غرب الرياض,1700000.0,6296.296296
40680,غربية,4,1,5,20.0,1,0,0,0,0,1,0,0,0,372,1,1,1,0,0,0,العارض,شمال الرياض,3100000.0,8333.333333
40683,شمالية,4,3,3,15.0,1,0,1,0,0,1,1,1,0,360,1,1,0,0,0,0,المونسية,شرق الرياض,2500000.0,6944.444444
40685,جنوبية,5,2,5,15.0,1,0,0,0,0,1,0,1,0,225,0,0,1,0,0,0,المهدية,غرب الرياض,1600000.0,7111.111111
40686,شرقية,4,1,3,20.0,1,0,1,0,0,1,0,1,0,216,1,1,1,0,0,0,المونسية,شرق الرياض,1900000.0,8796.296296
40690,شمالية,5,3,5,20.0,0,0,0,1,1,1,1,1,0,300,1,1,0,0,0,0,الحزم,غرب الرياض,1250000.0,4166.666667
40691,شرقية,5,1,5,20.0,0,0,0,0,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,950000.0,4750.0
40692,شمالية,5,2,5,20.0,0,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,الحزم,غرب الرياض,1100000.0,4400.0
40693,غربية,5,3,4,18.0,1,0,0,0,1,1,0,1,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1600000.0,5333.333333
40694,غربية,5,3,5,20.0,1,0,0,0,1,1,0,1,1,300,1,1,0,0,0,0,طويق,غرب الرياض,1250000.0,4166.666667
40696,جنوبية,5,3,5,15.0,1,0,0,1,1,1,1,1,0,360,2,1,0,0,0,0,بدر,جنوب الرياض,1280000.0,3555.555556
40697,غربية,5,3,4,20.0,1,0,0,1,1,1,1,1,1,300,0,1,1,0,0,0,عكاظ,جنوب الرياض,1040000.0,3466.666667
40700,شمالية شرقية,5,1,3,15.0,0,6,0,1,1,1,1,1,0,375,0,1,0,0,0,0,أحد,جنوب الرياض,1100000.0,2933.333333
40702,غربية,3,2,4,20.0,1,0,0,0,1,1,1,1,0,300,2,1,0,0,0,0,البيان,شرق الرياض,1480000.0,4933.333333
40704,شرقية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,300,2,1,1,0,0,1,الرمال,شرق الرياض,1500000.0,5000.0
40709,جنوبية,5,4,4,15.0,1,0,0,1,1,1,1,1,0,298,1,1,0,0,0,0,الرمال,شرق الرياض,1670000.0,5604.026846
40716,شرقية,5,2,5,22.0,1,0,0,0,0,1,0,0,1,325,0,0,0,0,0,0,عكاظ,جنوب الرياض,1090000.0,3353.846154
40720,جنوبية,5,3,5,15.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,الحزم,غرب الرياض,980000.0,3920.0
40721,جنوبية,6,3,5,15.0,1,0,1,1,1,1,1,1,0,600,0,1,1,0,1,0,الملقا,شمال الرياض,7800000.0,13000.0
40724,شرقية,4,2,5,20.0,1,0,1,1,1,1,1,1,0,308,2,1,0,0,0,0,الرمال,شرق الرياض,1500000.0,4870.12987
40726,شرقية,5,2,5,20.0,1,8,1,1,1,1,1,1,0,1237,0,1,1,0,1,1,الحمراء,شرق الرياض,8000000.0,6467.259499
40727,شرقية,4,3,5,20.0,0,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,Unknown,جنوب الرياض,1000000.0,3333.333333
40729,شمالية,4,2,5,20.0,1,0,0,1,1,1,1,1,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1680000.0,5600.0
40732,غربية,5,3,5,20.0,0,0,0,1,1,1,0,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1250000.0,5000.0
40733,شرقية,5,2,5,20.0,0,0,0,0,1,1,0,1,0,450,0,0,0,0,0,0,نمار,غرب الرياض,1100000.0,2444.444444
40734,جنوبية,3,2,4,15.0,0,0,0,1,0,1,0,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,950000.0,4750.0
40735,شمالية,3,2,1,20.0,0,0,0,0,1,1,1,1,1,600,0,0,1,0,0,0,المهدية,غرب الرياض,3000000.0,5000.0
40737,شرقية,6,2,5,20.0,1,0,0,0,1,1,1,1,0,300,1,1,1,0,0,0,المونسية,شرق الرياض,2150000.0,7166.666667
40738,جنوبية,4,2,3,15.0,1,0,0,0,1,1,1,1,0,240,1,1,1,0,0,0,المونسية,شرق الرياض,1800000.0,7500.0
40746,شمالية,5,2,5,12.0,0,6,1,0,1,1,1,1,0,348,1,1,0,0,0,0,الندى,شمال الرياض,3000000.0,8620.689655
40752,غربية,4,1,3,20.0,0,0,1,0,0,1,1,1,0,435,2,1,1,1,1,0,العارض,شمال الرياض,3700000.0,8505.747126
40753,شمالية,5,2,5,15.0,0,0,0,1,0,1,0,1,1,242,0,1,0,0,0,0,الدار البيضاء,جنوب الرياض,930000.0,3842.975207
40755,شمالية,4,3,5,26.0,1,0,1,1,1,1,1,1,0,800,0,1,1,0,1,1,الملقا,شمال الرياض,7600000.0,9500.0
40758,شرقية,3,2,3,20.0,0,0,0,0,1,1,1,1,0,400,0,0,0,0,0,0,بدر,جنوب الرياض,700000.0,1750.0
40760,جنوبية شرقية,5,3,5,20.0,1,0,0,0,1,1,1,1,1,200,0,0,0,0,0,0,المهدية,غرب الرياض,1450000.0,7250.0
40761,جنوبية,5,3,5,20.0,1,0,1,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1100000.0,3666.666667
40762,شمالية شرقية,6,2,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,ديراب,غرب الرياض,880000.0,4400.0
40763,جنوبية,4,3,5,20.0,0,0,1,0,1,1,0,1,0,400,0,1,1,0,1,0,القيروان,شمال الرياض,4650000.0,11625.0
40765,شمالية,4,2,5,15.0,1,0,0,1,1,1,1,1,1,200,0,0,0,0,0,0,نمار,غرب الرياض,1100000.0,5500.0
40767,شمالية,7,-1,5,20.0,0,0,0,0,0,1,0,0,0,300,1,0,0,0,0,0,الملك خالد الدولي,شرق الرياض,1850000.0,6166.666667
40771,شرقية,4,2,5,20.0,0,0,0,1,1,1,0,1,0,375,0,0,0,0,0,0,طويق,غرب الرياض,1100000.0,2933.333333
40774,شمالية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,375,0,1,0,0,1,0,طويق,غرب الرياض,1400000.0,3733.333333
40779,شرقية,3,2,4,20.0,0,0,0,1,1,1,1,1,1,300,0,1,0,1,1,0,عكاظ,جنوب الرياض,1070000.0,3566.666667
